distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
43.32644364,0.205254616,4.250634052,1,0,0,1,1
1.115880688,0.170236928,4.127313379,0,0,0,0,1
2.752767007,11.34231958,0.664328708,1,0,0,0,0
5.661214037,0.597677517,0.584116328,1,0,0,1,0
3.686197718,0.910156022,0.328611353,1,0,1,0,0
6.738288996,0.563817443,1.803965207,1,0,0,1,0
2.064181398,0.540532453,0.095553742,1,0,0,1,0
23.16885906,1.565111288,1.567199056,1,1,0,0,0
34.35754682,0.214758376,1.024255473,1,1,0,1,0
9.683342427,0.09585077,2.145045777,1,0,0,1,0
1.24955503,1.954453545,1.993879691,0,1,0,1,0
40.64535579,5.154012634,0.242996015,1,1,0,0,0
69.48260119,0.236830782,1.469555279,1,1,0,1,0
182.8617806,4.607446941,0.774545418,1,0,0,0,0
3.228764595,0.802423978,2.537282841,1,0,0,1,0
49.72522738,0.191538878,1.537185944,1,0,0,0,0
34.39289258,0.03348964,0.292744632,1,0,0,1,0
5.154328337,0.01150284,1.317723796,1,1,0,1,0
1.065103068,3.233769352,1.876446518,0,0,0,0,0
47.31394625,6.192771366,0.623550243,1,1,0,0,0
59.54879608,0.039727778,0.086003015,1,0,0,0,0
15.71682606,0.105937475,0.997445192,1,0,0,1,0
3.233421886,0.282175153,1.796648252,1,0,0,1,0
5.793890004,2.758511013,5.085685576,1,0,0,1,1
5.407948148,0.165038406,2.392868843,1,0,0,0,0
5.169928151,0.534060347,1.348865996,1,1,1,1,0
14.74559655,0.371949838,1.885095464,1,0,0,1,0
0.279239001,0.533745006,1.515041095,0,0,0,1,0
22.64196198,0.015625155,4.322207384,1,0,0,1,1
17.92387968,0.461617856,0.200492719,1,1,0,1,0
2.660649119,0.657162048,3.837859968,1,0,0,1,0
15.56570018,2.312278046,1.824021585,1,1,0,1,0
0.470222118,2.199012832,0.398893191,0,0,0,1,0
13.51607085,2.178774365,1.361951192,1,0,0,1,0
45.8151712,0.227493977,0.713608022,1,0,0,1,0
40.4422358,0.187131302,1.922024617,1,1,0,1,0
23.14975501,0.51871319,1.058594868,1,0,0,1,0
97.59869964,1.229758522,0.088894716,1,0,0,0,0
31.09332842,0.118557084,0.890572238,1,0,0,1,0
29.16190011,1.752120803,0.687967369,1,0,0,1,0
8.826660759,0.61042141,3.998766987,1,1,0,1,0
20.63645258,0.269351436,1.140022568,1,0,0,0,0
3.357480767,990.0703152,3.157889903,1,0,0,0,0
88.15891899,0.65525978,5.433499527,1,0,0,1,1
13.05573791,5.632184691,1.778690691,1,0,0,1,0
15.01904264,0.023864308,0.503276158,1,0,0,0,0
1.379552776,0.056485988,4.871942857,0,0,0,0,1
12.88841173,0.551309048,0.386037724,1,0,1,1,0
9.256743662,6.36783648,0.108691865,1,1,0,1,0
45.78484032,0.112816444,1.810569077,1,0,0,0,0
58.73790271,19.73190204,0.054064969,1,0,0,1,0
9.890449997,6.491197581,1.787365557,1,0,0,1,0
23.64084832,0.072674477,0.219699977,1,0,0,1,0
25.88925532,0.664164009,0.159516642,1,1,0,0,0
0.97514987,0.030434471,0.351549106,0,0,0,1,0
3.448570109,0.386173949,0.935690362,1,0,0,0,0
21.28517634,0.135633603,0.583676981,1,1,0,1,0
20.30566764,0.147978414,1.030639511,1,1,0,1,0
6.119067523,0.677713446,1.63701172,1,0,0,1,0
5.867706833,3.506005941,0.642337562,1,1,1,1,0
3.273425744,1.056947913,1.694281209,1,0,0,1,0
84.69070586,0.960240832,2.738579525,1,0,0,1,0
2.508855399,0.26666594,2.931652681,1,0,0,1,0
3.657784024,0.086008937,0.565987665,1,0,0,0,0
51.51823661,0.855141153,3.79622056,1,0,1,0,0
26.83582371,1.24919608,1.997505023,1,0,0,1,0
1.281423291,1.853014823,1.924057623,0,0,0,1,0
44.36817792,0.471196524,0.702188853,1,0,0,1,0
4.422142802,0.402990257,2.096687257,1,0,0,0,0
0.375682955,3.427590851,2.483700563,0,1,0,0,0
23.93855032,1.602502242,0.403988258,1,1,0,0,0
13.71675325,4.387919479,0.454309226,1,1,0,1,0
22.86666517,0.564382794,3.760495719,1,0,0,1,0
9.562434147,21.38248237,0.570319282,1,1,0,1,0
20.14147629,116.5624765,1.172999464,1,0,0,1,1
4.159180999,0.645901093,0.568752502,1,1,0,0,0
7.741490804,1.572492494,0.621766728,1,0,0,1,0
15.09819201,0.396494847,1.001797552,1,0,0,1,0
10.3996906,0.460512276,0.743576263,1,0,0,1,0
5.148886062,0.70210974,2.213030469,1,1,0,1,0
1.200795914,2.654549612,0.056668494,0,0,0,0,0
3.436953217,2.677071903,0.559223761,1,1,0,0,0
45.03173587,0.055076966,1.312067426,1,0,0,1,0
242.9131874,4.424775816,0.741428259,1,0,0,0,0
4.586563849,3.365070203,2.454287777,1,0,0,0,0
19.15304171,0.403532741,1.111563023,1,0,1,1,0
0.71800541,10.05451985,1.341926904,0,1,0,0,0
9.520682342,0.865589121,2.89411145,1,1,0,1,0
32.37411508,3.218883872,2.392095936,1,0,0,0,0
0.437514402,23.6806261,0.355723165,0,0,0,1,0
1.750378482,0.084898795,0.26465738,0,0,0,1,0
11.18742022,7.290403745,0.688782924,1,0,1,1,0
63.74208998,18.27289744,0.581007818,1,0,0,1,0
3.250048761,1.261072785,0.508139333,1,1,0,0,0
11.54204044,0.804852308,0.157328153,1,0,0,1,0
42.22209601,0.557980718,2.13158228,1,0,0,1,0
1.399560422,2.570970143,3.393786067,0,0,0,0,0
13.16729033,6.011046021,0.809496888,1,1,0,1,0
12.24564033,0.22650112,0.993680165,1,0,0,1,0
111.2852061,0.379031688,1.858472173,1,0,0,1,1
17.03664884,1.476279365,0.870256209,1,0,0,1,0
1.018135226,0.708260375,0.908898114,0,1,0,1,0
11.15146225,0.610362847,1.374947356,1,0,0,1,0
45.24814646,0.21010688,0.918258631,1,0,0,0,0
5.376921586,0.210356371,0.808983053,1,1,0,0,0
34.413901,25.29759753,14.69771312,1,0,0,1,1
14.83133122,0.255510021,0.389416929,1,1,0,1,0
248.0640492,0.171596331,1.42436925,1,0,0,1,1
5.767567057,2.383673651,0.334486399,1,1,0,1,0
25.07628171,43.30446072,0.325630837,1,0,0,1,0
6.082385127,3.871582909,2.025796123,1,0,1,0,0
3.311738273,0.142076854,2.198426993,1,0,0,0,0
30.54817932,1.362458796,5.674145913,1,0,1,1,0
15.64944025,4.262598931,2.490477043,1,0,0,0,0
32.28174878,1.192121094,0.394434318,1,1,0,1,0
8.154231197,0.137577033,0.712067772,1,0,0,1,0
7.33548444,0.344867593,15.51161959,1,0,0,1,1
13.38435109,5.002755317,0.988471022,1,0,0,0,0
73.46682948,1.710467924,0.059740954,1,0,0,0,0
11.3409775,11.87910385,0.940543563,1,0,0,0,0
24.46517576,9.698102262,0.651264437,1,0,0,1,0
9.311299584,0.090026158,0.704987301,1,0,0,1,0
62.60717342,4.135260042,6.990106344,1,0,0,0,0
15.84021329,0.494704792,0.1260897,1,1,0,1,0
1.53692098,8.04993881,13.33484367,0,0,0,0,1
12.01108295,0.314133425,0.798424737,1,0,1,1,0
28.01007584,4.83065759,1.214271939,1,0,0,1,0
17.34151194,1.030454191,2.370736049,1,0,0,0,0
2.602379668,3.809359822,9.23103865,1,1,0,0,0
1.574525423,10.27062474,0.067868145,0,0,0,1,0
92.00940533,2.252856297,1.864322381,1,0,0,1,0
10.7807481,0.224876748,1.358782362,1,0,0,1,0
8.120673803,0.933358504,1.164080937,1,1,0,1,0
27.86854439,0.346827384,1.186033222,1,1,0,1,0
0.948522924,23.40409489,0.90498024,0,0,0,1,0
5.146676507,0.021887845,0.494897661,1,1,1,1,0
3.501877978,3.175596154,1.363314101,1,0,1,0,0
10.353495,0.104519767,0.686941801,1,0,0,1,0
18.05086098,4.319051377,0.453059243,1,0,0,1,0
112.2738759,1.193257494,1.989151497,1,1,0,1,0
0.114056308,4.142286129,0.491880029,0,0,0,0,0
6.649470226,0.801349068,1.467927953,1,0,0,0,0
23.90103784,1.440185365,3.252790937,1,0,0,1,0
83.72351865,0.05315477,2.926469875,1,0,0,1,0
5.211159233,23.2624262,0.227790071,1,0,1,0,0
71.45056884,0.757631018,0.584373917,1,0,0,0,0
4.057044416,2.142441467,0.368000058,1,0,0,1,0
7.888322856,0.513049043,5.337625815,1,0,0,1,1
601.5229191,0.028723206,0.85977863,1,0,0,1,1
5.609998089,0.137513186,0.761233849,1,0,0,1,0
18.21889117,20.03331666,0.435771516,1,1,0,1,0
8.047301791,4.168764417,0.250209166,1,1,0,0,0
37.09366043,10.23115075,5.776353954,1,0,0,1,1
5.336013178,0.142828746,9.359382534,1,1,0,0,0
63.58299864,0.335557582,0.898347776,1,0,0,1,0
5.764412015,0.624542382,8.56593478,1,1,0,1,1
7.230067263,4.029308624,5.746112421,1,1,0,1,1
8.958840997,0.425875636,1.005078936,1,0,0,0,0
2.763951594,0.390094288,0.615175706,1,0,1,1,0
1.626024408,0.245508717,1.335301025,0,0,0,1,0
7.072288684,0.639052642,0.18009945,1,1,0,1,0
27.36320524,1.510587227,0.022516055,1,0,0,1,0
112.0871559,0.298012571,2.339287241,1,0,0,1,1
13.28900153,1.19308652,0.582012234,1,0,0,1,0
16.66134925,2.784198855,1.141515683,1,1,1,1,0
1.210873738,4.934786453,0.292294448,0,0,0,0,0
2.903727885,0.011493689,0.156474006,1,0,0,0,0
1.818318848,9.376789376,1.239807627,0,0,0,1,0
11.92402578,0.489777043,1.530553201,1,0,0,1,0
2.764392788,0.003199164,1.300072363,1,1,0,1,0
2.739623489,5.141774067,0.617280494,1,1,1,1,0
26.75646605,1.490117321,2.404669967,1,0,1,1,0
28.18100742,0.188856422,0.781027197,1,1,0,1,0
10.99120127,50.86759173,0.314642891,1,1,0,0,0
37.66819348,0.094521367,0.537935609,1,1,0,1,0
70.20819773,0.78046168,1.160596826,1,1,0,1,0
170.247058,0.419110659,0.153334338,1,0,0,1,1
8.386406175,1.815767602,6.200326301,1,0,0,0,0
0.932351418,0.071302492,0.303399392,0,0,0,0,0
24.33748771,1.398618266,6.230792397,1,1,0,1,1
19.30101261,1.487343313,1.592103849,1,0,0,1,0
36.55689879,0.369011431,1.296316493,1,0,0,0,0
1.832542599,0.978430956,1.428365523,0,0,0,1,0
3.427954441,0.075586164,0.683654807,1,0,0,1,0
4.901563645,3.772676408,0.577846439,1,1,0,0,0
33.00326093,1.502598047,0.616965237,1,1,0,0,0
39.23597184,0.842249062,1.077600858,1,0,0,0,0
5.00978918,0.430955564,0.902432224,1,0,0,1,0
36.72505735,0.129994793,1.180745511,1,1,0,0,0
2.162843279,2.1313973,0.492718594,1,0,0,1,0
22.40957871,1.393890912,0.494685212,1,0,0,1,0
2.259733912,0.701442689,1.88202689,1,0,0,1,0
38.33596661,0.207041498,2.131366155,1,1,0,1,0
0.32536516,0.70960533,1.720483595,0,0,0,1,0
7.067664115,0.383510107,0.466144442,1,0,0,1,0
13.25181798,0.0624691,0.682559348,1,0,0,1,0
8.745706819,2.619224751,0.915243002,1,0,0,1,0
10.34032087,0.919057129,1.357951322,1,0,0,1,0
3.224405387,2.635070444,2.059972582,1,0,0,0,0
8.44251896,0.247654512,0.962410516,1,1,0,1,0
2.253822404,0.841076132,0.420308575,1,0,1,0,0
8.978287675,0.252036642,2.434122226,1,1,0,1,0
12.44001922,8.726477453,2.738452129,1,1,0,1,0
14.68570343,3.392571849,1.082989046,1,1,0,1,0
5.574470493,0.782367508,0.566961981,1,0,1,0,0
31.68643151,1.132574241,0.292410174,1,0,0,1,0
8.887529672,0.70436696,1.986620557,1,1,0,1,0
3.49661569,2.159226207,3.831575774,1,0,0,1,0
5.853458737,7.987840279,0.459242115,1,0,0,0,0
8.195384344,0.412381823,2.254856083,1,1,0,1,0
17.24741487,0.216716754,1.633251184,1,0,0,0,0
1.457156212,16.59700304,1.424996629,0,0,1,1,0
9.569161589,0.86576191,0.891635287,1,0,0,1,0
3.23460508,6.155422664,0.362182728,1,0,0,1,0
5.57697548,0.163077867,1.716449255,1,1,0,1,0
3.340273281,8.429140853,3.180621558,1,0,0,0,0
40.35160129,0.27860288,0.94784289,1,0,0,1,0
1.52365906,0.484768518,1.744873048,0,0,1,1,0
99.90976008,0.350526449,0.469204052,1,0,0,1,0
21.14428443,5.225097894,1.068578662,1,0,0,1,0
12.0369247,0.134304935,1.227404607,1,0,0,1,0
19.17621979,0.258395325,0.325243332,1,0,1,1,0
2.590785891,10.16549721,3.105453566,1,0,1,1,0
2.905652137,0.207954378,0.475863072,1,0,0,1,0
16.91047996,33.62197765,1.543906269,1,0,0,0,0
12.75089498,0.857614087,17.70614528,1,1,0,1,1
13.11359591,0.388908894,4.409160226,1,0,0,1,1
11.36325113,0.476903078,1.384801175,1,0,0,0,0
9.843054819,11.72343439,1.948777069,1,0,0,1,0
8.167520582,3.28948355,0.209413826,1,1,0,0,0
5.086679369,0.393837583,1.042940992,1,1,1,1,0
13.3704968,5.02713949,1.70477255,1,0,0,1,0
10.22543769,0.486101803,0.482909578,1,0,0,1,0
7.288792826,0.006608092,3.061352607,1,0,0,0,0
2.40532073,0.045882752,1.763793504,1,1,0,0,0
0.836668941,1.701393009,0.495434446,0,0,0,1,0
22.30280235,0.165404993,0.460320105,1,0,1,1,0
0.475604027,0.208201648,1.809656362,0,0,1,1,0
15.68449535,0.044943267,1.400933123,1,0,0,1,0
12.13185314,1.074913989,0.410581847,1,1,0,0,0
30.78969336,0.073989371,1.354420631,1,0,1,1,0
39.6556906,1.169157775,1.166138538,1,0,0,1,0
5.111290291,0.039368838,0.647981001,1,0,0,1,0
17.60088094,0.607649857,0.839763117,1,0,0,1,0
12.51140362,1.24210644,0.262219759,1,0,1,1,0
13.18577563,0.700928689,0.216255155,1,1,0,0,0
55.42083231,0.627517781,0.900720391,1,0,0,1,0
18.63311927,6.776479,2.542593961,1,1,0,1,0
2.585015227,0.264618933,0.446976587,1,0,0,1,0
13.72805108,2.56106571,0.188185118,1,0,0,1,0
23.25929679,0.145760559,0.78569804,1,1,0,1,0
2.690045969,2.902193365,0.401838122,1,0,0,1,0
109.5283476,0.804633412,2.469829507,1,1,0,0,0
3.045372744,0.091252205,0.146399006,1,0,0,1,0
5.283149753,10.12880601,3.364778979,1,0,0,1,0
32.7561664,0.866698507,0.715640274,1,0,0,1,0
2.121811005,0.02574449,2.019384513,1,1,0,1,0
11.62741592,21.89418548,1.354570799,1,0,0,1,0
1.606410805,0.860033993,0.066442842,0,1,0,1,0
8.319802056,2.946593701,0.069985115,1,1,0,1,0
27.88179977,4.357050006,0.203521711,1,0,0,1,0
8.19333487,8.644753511,3.143600105,1,0,0,1,0
10.59437277,0.300184222,4.766703963,1,0,0,1,1
10.1389098,1.718571956,0.204125828,1,0,0,0,0
35.28895021,6.175397961,0.189066484,1,1,0,1,0
7.60082246,1.23279071,1.449561027,1,0,0,0,0
49.06417154,0.379009046,1.384642724,1,0,0,0,0
44.37502017,0.417006773,2.000317439,1,0,0,1,0
2.824363477,2.385967643,1.032676175,1,0,0,1,0
3.672459328,0.325990813,0.483854086,1,0,0,1,0
13.27935467,2.091676353,2.324036923,1,0,0,1,0
6.564853591,0.041256959,0.500399243,1,0,0,1,0
20.39090954,3.471440186,2.174161764,1,0,0,1,0
22.44651789,1.533898548,0.290251917,1,0,0,0,0
0.453406109,0.037135067,12.17800093,0,1,0,0,0
4.304047581,0.632199407,0.735380684,1,0,0,0,0
5.534137006,2.160614998,36.07436613,1,0,0,0,0
12.39127146,1.658017253,0.380574689,1,0,0,1,0
11.08079402,0.245596563,1.273299618,1,0,0,1,0
2.810444532,0.851268845,0.673136876,1,0,1,0,0
386.0952543,5.367957485,1.615735423,1,0,0,1,1
6.266875949,0.630584062,1.564972992,1,0,0,0,0
5.695493428,2.632929378,0.330789367,1,0,0,0,0
2.701166156,1.809928034,4.256592098,1,0,0,0,0
14.73729197,132.034827,1.123251285,1,1,0,0,0
3.246637106,0.100644305,0.764646055,1,0,1,1,0
29.5789152,1.258031801,0.788657559,1,0,0,0,0
17.6624673,0.417630562,1.27895165,1,0,0,1,0
21.07248078,0.56966188,0.195985173,1,1,0,0,0
3.080101147,1.903364321,0.726604073,1,0,1,0,0
6.193254313,4.342273145,0.296246673,1,1,0,1,0
29.40307018,13.85829815,0.222316155,1,1,0,0,0
22.27871793,0.740993365,2.996496754,1,0,0,0,0
0.805305709,0.128807772,1.27150117,0,0,0,0,0
21.59121556,0.061048013,0.927828373,1,0,1,0,0
1.822821903,13.26682079,2.14737151,0,0,0,1,0
73.08987812,1.445277367,2.283660125,1,0,0,1,0
8.602004068,1.203980138,3.914198062,1,1,0,0,0
15.23738019,27.12073906,0.955504071,1,0,0,1,0
965.910612,0.023604009,0.257908102,1,0,0,1,1
6.430639905,0.363905202,1.159076682,1,0,0,1,0
10.73295153,1.569238967,0.169183468,1,1,0,1,0
19.48272009,2.315738611,1.132342271,1,0,1,1,0
13.36363537,0.437106579,2.133985058,1,0,0,1,0
57.53565458,1.72891801,1.389868889,1,0,0,0,0
5.350240329,2.748817694,0.157667427,1,1,0,0,0
74.79093363,5.319624788,0.998868122,1,1,0,0,0
34.02609896,0.584336696,0.413582767,1,0,0,1,0
8.948874101,0.592979579,1.55464715,1,0,0,0,0
7.17929358,0.788299945,0.754422583,1,1,0,1,0
53.74719241,0.239465935,1.464393971,1,1,0,1,0
34.9516745,2.40893317,2.078656443,1,1,0,1,0
2.232716458,2.276456168,0.934322365,1,1,0,0,0
8.633030471,3.034760174,1.197518466,1,1,0,0,0
2.798045965,0.486248903,2.353046595,1,1,0,1,0
2.713987502,0.102796893,0.440645755,1,0,0,0,0
3.688139176,1.953477155,0.568458232,1,1,0,1,0
108.8678556,0.164883944,0.260781828,1,0,0,1,1
3.923262361,0.432572525,0.54532104,1,0,0,0,0
8.27774335,0.014195637,1.314611665,1,1,0,1,0
37.38864984,0.30681965,0.27899426,1,0,0,0,0
1.668710391,0.49608083,0.327632933,0,0,0,1,0
36.52520516,3.640865289,0.767763481,1,1,0,0,0
6.498015604,0.228994675,0.17175015,1,0,0,0,0
9.046018239,1.342226406,0.188888423,1,1,0,1,0
1.119643026,0.961857776,1.19647424,0,0,0,1,0
23.02412945,0.025059476,0.300026142,1,1,0,1,0
6.244341386,1.87001601,1.391945318,1,0,0,1,0
60.81399008,0.587777733,0.678141745,1,0,0,1,0
10.57695607,1.26797822,1.298362258,1,1,0,1,0
6.191613079,1.681059691,0.848440599,1,0,0,1,0
6.190879526,1.699127283,0.846402,1,0,0,0,0
23.23313253,13.44436645,0.208373701,1,0,0,1,0
38.65607982,0.681389006,3.456065336,1,1,0,1,0
2.493433496,0.779425427,4.00734114,1,0,0,1,1
9.807804886,10.68257252,0.261120966,1,0,0,1,0
4.970775363,0.041625134,0.163549983,1,0,0,1,0
27.29664618,4.297156511,2.521240793,1,0,0,0,0
2.114135046,1.269493843,0.132421314,1,0,0,1,0
1.317222949,0.650843662,1.186827895,0,0,0,1,0
2.476404337,0.176130767,3.325585605,1,0,0,1,0
46.68792021,0.927317069,0.156418131,1,0,0,1,0
11.00567019,0.053507064,0.802154079,1,0,0,0,0
5.657676112,0.018183197,0.51553146,1,1,0,1,0
5.734250177,5.882852275,0.508797983,1,1,1,1,0
14.83170612,3.124480254,0.645913152,1,1,1,0,0
17.80998768,3.732033948,1.96787853,1,0,1,0,0
7.654018285,1.196821217,3.865976883,1,0,0,1,0
6.111096784,0.955214412,1.783102218,1,0,0,0,0
51.92318723,0.412924656,2.492684506,1,0,0,0,0
48.75503625,0.179615874,0.128024439,1,1,0,1,0
1.620860028,0.710191501,1.632393327,0,0,0,1,0
1.25922676,2.973198573,0.171278636,0,0,1,1,0
9.309141021,0.595222053,0.052925874,1,0,1,1,0
46.55429557,2.591477634,3.242943884,1,1,0,0,0
1.765087385,0.703380944,2.074425151,0,0,0,1,0
79.70684061,0.453943883,0.5480855,1,0,1,0,0
19.25624979,108.4930625,1.015924523,1,0,0,0,0
5.466383875,0.158848609,0.806384612,1,1,0,1,0
23.30381608,2.771685486,0.781124826,1,1,1,1,0
32.78871487,0.04062479,0.467258095,1,1,0,0,0
6.020396851,1.176493722,14.17515729,1,0,1,0,0
8.018449955,3.640076193,13.65514641,1,1,0,1,1
11.54351646,0.409373378,1.578751382,1,0,0,1,0
8.175497382,7.913083287,3.705153518,1,1,0,0,0
0.847759459,3.31403139,0.475497212,0,1,0,0,0
9.046135789,9.139553948,0.746131543,1,1,0,0,0
17.07532392,5.661386106,1.947197639,1,1,0,0,0
38.95525947,6.362583215,0.212653293,1,0,0,1,0
25.51736574,0.018884654,10.55911344,1,0,0,1,1
23.97508626,2.469325326,1.186992199,1,0,1,1,0
52.16003042,0.35272185,0.498351191,1,0,1,0,0
13.17497081,3.976882394,1.584383972,1,0,0,1,0
14.16939326,0.627489418,0.3243685,1,0,0,1,0
25.45122598,0.350461437,0.193075043,1,1,0,0,0
4.988827956,0.520037048,1.182118376,1,1,0,1,0
14.08966417,0.17096019,1.02550093,1,0,0,1,0
5.317065127,1.643582444,0.357717814,1,0,0,0,0
69.64719839,0.171241613,0.32462101,1,0,0,1,0
7.52820435,15.22543133,0.074607876,1,0,0,1,0
41.77467247,0.318197929,3.012476946,1,1,0,1,0
19.61374146,4.394683063,4.937606527,1,0,0,1,1
9.229713305,3.502674778,0.101511753,1,0,0,1,0
